Unnamed: 0,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,Magnitude,Sentiment
4635,Communicate (feat. Ravyn Lenae),Mick Jenkins,conscious hip hop,2016,120,57,73,-10,28,42,237,50,56,55,5.800000191,0.100000001
4636,Park,Isaiah Rashad,hip hop,2016,100,63,86,-10,31,54,173,17,28,55,4.300000191,-0.300000012
4637,Lit,Bas,hip hop,2014,126,58,69,-7,7,8,279,6,4,55,4.699999809,0.5
4638,She Needs Me (Remix),Kendrick Lamar,conscious hip hop,2010,100,84,61,-6,10,31,196,42,27,55,8.899999619,0.100000001
4639,F*ck Your Ethnicity,Kendrick Lamar,conscious hip hop,2011,151,88,60,-7,40,52,225,39,33,55,0,0
4640,untitled 05 | 09.21.2014.,Kendrick Lamar,conscious hip hop,2016,154,63,49,-10,16,41,338,37,51,55,4.199999809,-0.200000003
4641,Mortal Man,Kendrick Lamar,conscious hip hop,2015,87,53,57,-9,71,42,727,67,75,55,22.29999924,0
4642,Fertilizer,Frank Ocean,hip hop,2012,116,59,71,-7,28,96,40,85,9,55,1.100000024,0
4643,Ronnie Drake (feat. SZA),Isaiah Rashad,hip hop,2014,154,78,48,-5,17,84,198,36,27,54,4.300000191,0.100000001
4644,West Savannah (feat. SZA),Isaiah Rashad,hip hop,2014,125,91,65,-4,50,56,167,13,16,54,4.300000191,0.100000001
4645,Señorita,Vince Staples,conscious hip hop,2015,125,64,77,-8,33,16,188,5,12,54,4.400000095,0
4646,End,Frank Ocean,hip hop,2012,120,30,56,-18,10,33,135,40,12,54,6,-0.100000001
4647,Swimming Pools (Drank),Kendrick Lamar,conscious hip hop,2012,74,49,72,-8,60,26,314,12,40,54,12.60000038,0
4648,Forever (feat. Joseph Chilliams & Ravyn Lenae),Noname,escape room,2016,114,66,67,-10,19,91,219,57,47,53,3.900000095,0.100000001
4649,Bye Bye Baby,Noname,escape room,2016,83,38,52,-13,11,50,169,84,45,53,2,0.200000003
4650,AA,Isaiah Rashad,hip hop,2016,96,51,73,-10,33,51,210,3,5,53,7.5,-0.100000001
4651,Dopamine,Bas,hip hop,2016,120,51,76,-8,14,20,216,43,35,53,4.800000191,-0.400000006
4652,No Make,Kendrick Lamar,conscious hip hop,2011,91,70,54,-7,63,21,236,54,9,53,5.599999905,0.200000003
4653,Keisha's Song (Her Pain),Kendrick Lamar,conscious hip hop,2011,85,85,47,-8,62,20,227,43,38,53,5.599999905,0.200000003
4654,25 Bucks (feat. Purity Ring),Danny Brown,alternative hip hop,2013,116,85,72,-7,14,27,211,32,8,53,10.60000038,0
4655,Drowning (feat. BADBADNOTGOOD),Mick Jenkins,conscious hip hop,2016,134,32,61,-9,8,8,361,10,8,52,5.800000191,0.100000001
4656,Ignorance Is Bliss,Kendrick Lamar,conscious hip hop,2010,82,80,64,-5,61,76,210,51,39,52,3.900000095,-0.200000003
4657,Chapter Six,Kendrick Lamar,conscious hip hop,2011,68,54,51,-11,19,67,161,53,8,52,4.099999905,0.200000003
4658,Kush & Corinthians,Kendrick Lamar,conscious hip hop,2011,177,73,38,-6,50,31,305,73,20,52,5.099999905,0
4659,untitled 01 | 08.19.2014.,Kendrick Lamar,conscious hip hop,2016,102,57,58,-12,9,14,248,35,35,52,3.400000095,0
4660,untitled 04 | 08.14.2014.,Kendrick Lamar,conscious hip hop,2016,100,12,53,-21,46,18,110,85,20,52,3.299999952,0
4661,Gold Soul Theory,The Underachievers,hip hop,2013,79,79,52,-5,12,63,184,19,36,52,1.700000048,-0.300000012
4662,Lift Me Up,Vince Staples,conscious hip hop,2015,120,63,66,-8,14,28,272,0,4,52,3.900000095,0
4664,Start,Frank Ocean,hip hop,2012,80,25,27,-20,51,4,46,73,16,52,0.800000012,-0.800000012
4665,Thinkin Bout You,Frank Ocean,hip hop,2012,130,33,72,-11,15,19,201,41,5,51,3.5,-0.100000001
4666,Freedom (Interlude),Noname,escape room,2016,93,72,77,-11,8,76,199,36,21,51,6.599999905,0
4667,Casket Pretty,Noname,escape room,2016,104,49,61,-11,11,50,111,93,41,51,0.800000012,-0.200000003
4668,Rope (feat. SiR) // rosegold,Isaiah Rashad,hip hop,2016,92,60,62,-9,37,70,284,4,26,51,4.900000095,0
4669,Find a Topic (homies begged),Isaiah Rashad,hip hop,2016,131,57,91,-5,50,55,167,0,10,51,6.300000191,0.600000024
4670,Methylone,Bas,hip hop,2016,144,63,76,-6,14,19,163,3,22,51,3.400000095,0
4672,Herb Shuttles,The Underachievers,hip hop,2013,138,76,65,-7,12,31,195,84,33,51,2.400000095,0.300000012
4673,R.I.P. Kevin Miller,Isaiah Rashad,hip hop,2014,136,84,70,-4,14,60,229,23,27,50,3.599999905,0
4674,Bday (feat. Deacon Blues & Kari Faux),Isaiah Rashad,hip hop,2016,89,54,76,-9,48,45,233,1,10,50,8.800000191,0
4675,Play That Way,The Underachievers,hip hop,2016,153,67,80,-6,12,37,205,13,25,50,2.099999905,-0.200000003
4676,Clouds Never Get Old,Bas,hip hop,2016,136,56,64,-5,39,33,189,10,31,50,4.900000095,0.300000012
4677,Ricochet,Bas,hip hop,2016,120,28,55,-14,11,22,196,71,6,49,2.900000095,0.300000012
4678,Growing Apart (To Get Closer),Kendrick Lamar,conscious hip hop,2010,107,53,59,-10,18,59,221,37,37,49,5.199999809,-0.200000003
4679,P&P 1.5,Kendrick Lamar,conscious hip hop,2010,146,69,55,-7,20,59,362,30,37,49,12.30000019,0
4680,Opposites Attract (Tomorrow W/O Her),Kendrick Lamar,conscious hip hop,2010,192,81,61,-6,26,59,272,66,44,49,14.80000019,-0.100000001
4681,Jump Off The Roof,Vince Staples,conscious hip hop,2015,120,95,73,-5,51,59,224,9,8,49,4.599999905,0
4682,Your Love,Mick Jenkins,conscious hip hop,2015,95,45,65,-6,14,64,194,5,16,48,5.900000095,0.5
4683,Cilvia Demo,Isaiah Rashad,hip hop,2014,83,72,60,-5,32,58,183,69,23,48,1.600000024,0
4684,Modest,Isaiah Rashad,hip hop,2014,130,95,68,-3,14,77,221,13,23,48,2.299999952,0
4685,Charles De Gaulle To JFK,Bas,hip hop,2014,93,68,73,-8,12,16,190,10,17,48,2.900000095,0
4686,Too High To Riot,Bas,hip hop,2016,84,76,59,-6,17,43,163,49,39,48,4.099999905,0
4687,Average Joe,Kendrick Lamar,conscious hip hop,2010,92,73,74,-3,18,22,256,24,25,48,5.400000095,-0.100000001
4480,Japanese Denim,Daniel Caesar,indie r&b,2016,124,24,71,-9,8,35,271,9,4,75,2.5,0.100000001
4481,Neighbors,J. Cole,conscious hip hop,2016,139,28,89,-13,11,41,217,36,33,75,4.199999809,-0.100000001
4482,King Kunta,Kendrick Lamar,conscious hip hop,2015,107,66,88,-5,15,49,235,1,10,75,8.699999809,0
4483,Live Your Life (feat. Rihanna),T.I.,dance pop,2008,160,86,38,-3,21,48,339,7,26,75,14.60000038,0.5
4485,Heartless,Kanye West,pop rap,2008,88,65,79,-6,25,62,211,4,12,75,10.19999981,-0.5
4486,ELEMENT.,Kendrick Lamar,conscious hip hop,2017,190,71,75,-5,25,48,209,20,49,74,7.900000095,-0.5
4487,Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,conscious hip hop,2016,95,40,51,-9,9,56,220,72,32,74,5,0.100000001
4489,Deja Vu,J. Cole,conscious hip hop,2016,174,41,65,-11,19,19,265,36,42,73,4.300000191,0
4490,Nikes,Frank Ocean,hip hop,2016,138,39,54,-10,11,12,314,70,9,73,29.10000038,0.100000001
4491,Self Control,Frank Ocean,hip hop,2016,80,21,57,-10,36,45,250,77,3,73,3.400000095,0.100000001
4492,Waves,Kanye West,pop rap,2016,96,59,39,-4,33,6,182,4,5,73,4.699999809,0
4493,Alright,Kendrick Lamar,conscious hip hop,2015,110,77,80,-6,8,56,219,7,24,73,6.400000095,0
4494,All Of The Lights,Kanye West,pop rap,2010,142,80,54,-3,18,22,300,8,7,73,9.300000191,0.200000003
4495,All Night (feat. Knox Fortune),Chance the Rapper,conscious hip hop,2016,112,78,70,-6,15,39,142,4,20,72,5,0.100000001
4496,A.D.H.D,Kendrick Lamar,conscious hip hop,2011,158,80,61,-7,11,58,216,33,24,71,8.800000191,-0.100000001
4497,Same Drugs,Chance the Rapper,conscious hip hop,2016,180,29,46,-10,9,53,258,95,6,71,5,-0.100000001
4498,Ultralight Beam,Kanye West,pop rap,2016,107,39,60,-9,54,36,321,64,38,71,10.39999962,0.200000003
4499,A Tale of 2 Citiez,J. Cole,conscious hip hop,2014,190,56,56,-8,25,36,270,55,53,71,6.800000191,0
4500,Solo,Frank Ocean,hip hop,2016,124,29,44,-11,16,25,257,85,4,70,1.200000048,0
4501,THat Part,ScHoolboy Q,gangster rap,2016,113,54,93,-8,14,34,314,9,9,70,7.099999905,0
4502,Norf Norf,Vince Staples,conscious hip hop,2015,100,54,92,-7,11,11,183,45,7,70,4,0.100000001
4503,Apparently,J. Cole,conscious hip hop,2014,134,54,80,-9,12,53,293,56,9,70,2.700000048,0
4504,Love Yourz,J. Cole,conscious hip hop,2014,76,62,50,-9,12,40,212,61,44,70,6.400000095,-0.100000001
4506,XXX. FEAT. U2.,Kendrick Lamar,conscious hip hop,2017,170,62,57,-7,11,29,254,14,41,69,6.800000191,-0.100000001
4507,Immortal,J. Cole,conscious hip hop,2016,92,42,71,-11,13,25,202,44,36,69,3.700000048,0
4508,White Ferrari,Frank Ocean,hip hop,2016,109,9,44,-16,30,22,249,78,4,69,2.400000095,-0.100000001
4509,Studio,ScHoolboy Q,gangster rap,2014,134,59,71,-8,6,58,278,5,4,69,2.900000095,0.100000001
4510,Smoke Break (feat. Future),Chance the Rapper,conscious hip hop,2016,125,45,71,-8,14,28,226,26,20,69,5,0.100000001
4511,FML,Kanye West,pop rap,2016,125,42,67,-7,19,16,236,31,8,69,4,-0.100000001
4512,Rap God,Eminem,detroit hip hop,2013,148,85,71,-3,85,65,364,38,32,69,15.30000019,-0.100000001
4513,Provider,Frank Ocean,hip hop,2017,140,33,65,-12,15,39,243,74,28,68,5.800000191,0.100000001
4514,PRIDE.,Kendrick Lamar,conscious hip hop,2017,139,54,67,-7,15,37,275,8,6,68,5.599999905,0.200000003
4515,All We Got (feat. Kanye West & Chicago Children's Choir),Chance the Rapper,conscious hip hop,2016,132,54,53,-9,8,40,204,31,46,68,5,0.100000001
4516,Real Friends,Kanye West,pop rap,2016,171,75,45,-6,14,12,252,27,46,68,7.300000191,-0.100000001
4517,m.A.A.d city,Kendrick Lamar,conscious hip hop,2012,91,73,49,-7,44,22,350,5,27,68,15.5,-0.100000001
4518,Losin Control,Russ,hip hop,2016,97,25,76,-7,10,21,238,52,14,67,2.5,0
4519,YAH.,Kendrick Lamar,conscious hip hop,2017,70,70,67,-8,23,65,160,58,20,67,2.700000048,0.200000003
4520,FEEL.,Kendrick Lamar,conscious hip hop,2017,110,80,75,-8,14,55,215,14,35,67,3.700000048,-0.400000006
4521,LUST.,Kendrick Lamar,conscious hip hop,2017,94,56,68,-9,10,57,308,19,51,67,8,-0.5
4522,FEAR.,Kendrick Lamar,conscious hip hop,2017,150,48,59,-7,53,43,461,60,28,67,10.30000019,-0.300000012
4523,DUCKWORTH.,Kendrick Lamar,conscious hip hop,2017,175,73,55,-7,26,63,249,5,62,67,4.699999809,0
4524,Change,J. Cole,conscious hip hop,2016,107,52,58,-11,9,24,331,64,25,67,6.699999809,0
4525,4 Your Eyez Only,J. Cole,conscious hip hop,2016,79,48,70,-10,9,49,530,38,36,67,6.599999905,-0.100000001
4526,4r Da Squaw,Isaiah Rashad,hip hop,2016,144,52,67,-9,14,41,233,53,33,67,3.900000095,0
4527,Wat's Wrong (feat. Zacari & Kendrick Lamar),Isaiah Rashad,hip hop,2016,126,69,71,-6,47,31,331,15,27,67,4.900000095,0
4528,Angels (feat. Saba),Chance the Rapper,conscious hip hop,2016,156,65,77,-5,37,68,206,29,38,67,5,0.100000001
4529,Fire Squad,J. Cole,conscious hip hop,2014,175,74,52,-7,62,60,288,28,42,67,8.199999809,0
4530,Super Rich Kids,Frank Ocean,hip hop,2012,60,42,59,-8,21,61,305,27,9,67,6.199999809,-0.100000001
4531,Money Trees,Kendrick Lamar,conscious hip hop,2012,72,53,72,-7,22,34,387,7,12,67,14.5,0
4532,Can't Tell Me Nothing,Kanye West,pop rap,2007,80,61,59,-6,82,10,272,1,5,67,10.30000019,-0.200000003
4533,GOD.,Kendrick Lamar,conscious hip hop,2017,133,56,71,-6,28,21,249,3,8,66,9.600000381,0.200000003
4534,Summer Friends (feat. Jeremih & Francis & The Lights),Chance the Rapper,conscious hip hop,2016,145,43,69,-12,12,48,290,68,30,66,7.5,0.100000001
4535,Lost,Frank Ocean,hip hop,2012,123,60,91,-5,19,49,234,3,24,66,4,-0.100000001
4536,Clique,Kanye West,pop rap,2012,109,54,66,-6,22,31,294,5,32,66,9.699999809,-0.200000003
4537,Swim Good,Frank Ocean,hip hop,2011,80,68,53,-8,6,68,257,0,11,65,6.5,0.100000001
4538,Jazz,Mick Jenkins,conscious hip hop,2014,125,61,64,-10,11,30,260,25,12,65,4.300000191,-0.100000001
4539,No More Parties In LA,Kanye West,pop rap,2016,94,92,53,-2,22,70,374,23,30,65,4.5,0
4540,Ville Mentality,J. Cole,conscious hip hop,2016,120,38,86,-8,12,63,194,79,9,65,3.200000048,-0.100000001
4541,Seigfried,Frank Ocean,hip hop,2016,125,26,38,-11,10,37,335,98,4,65,4.300000191,0.100000001
4542,Godspeed,Frank Ocean,hip hop,2016,110,10,42,-13,13,8,178,93,5,65,2,0.300000012
4543,Rigamortus,Kendrick Lamar,conscious hip hop,2011,178,81,52,-6,20,63,169,24,41,65,10.60000038,0.300000012
4544,Blessings,Chance the Rapper,conscious hip hop,2016,72,34,71,-8,10,37,222,72,38,65,6.599999905,0.300000012
4545,03' Adolescence,J. Cole,conscious hip hop,2014,146,81,52,-6,28,26,264,39,57,65,5.5,0
4546,Pink Matter,Frank Ocean,hip hop,2012,84,25,40,-11,11,49,269,95,6,65,4,-0.100000001
4547,i,Kendrick Lamar,conscious hip hop,2014,122,89,76,-5,24,89,232,2,6,65,0.200000003,0.100000001
4548,Diddy Bop (feat. Cam O'bi & Raury),Noname,escape room,2016,81,50,64,-7,11,66,208,71,34,64,3.900000095,0.100000001
4549,New Slaves,Kanye West,pop rap,2013,68,59,50,-4,10,33,256,14,9,64,4.400000095,-0.200000003
4550,She's Mine Pt. 1,J. Cole,conscious hip hop,2016,140,20,44,-15,25,4,209,78,7,64,1.5,0.100000001
4551,Skyline To,Frank Ocean,hip hop,2016,129,29,42,-14,10,40,185,88,6,64,2.099999905,0.100000001
4552,Good Guy,Frank Ocean,hip hop,2016,106,13,51,-13,12,81,67,98,47,64,1.399999976,-0.400000006
4553,January 28th,J. Cole,conscious hip hop,2014,82,55,48,-9,10,37,243,26,35,64,2,0
4554,Pyramids,Frank Ocean,hip hop,2012,132,65,41,-6,82,20,593,1,5,64,7,0
4555,Forrest Gump,Frank Ocean,hip hop,2012,95,39,68,-8,38,24,195,10,3,64,5.099999905,0.400000006
4556,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,conscious hip hop,2012,134,70,59,-9,44,10,311,2,9,64,21.89999962,-0.300000012
4557,Grammys,Drake,canadian hip hop,2016,145,44,71,-10,8,12,220,0,47,63,5.5,-0.200000003
4558,"Shadow Man (feat. Phoelix, Smino & Saba)",Noname,escape room,2016,93,45,61,-7,19,44,311,47,20,63,4.300000191,0
4559,BLOOD.,Kendrick Lamar,conscious hip hop,2017,157,24,36,-17,55,49,118,14,27,63,2.5,0
4560,For Whom The Bell Tolls,J. Cole,conscious hip hop,2016,112,41,65,-11,29,17,128,47,4,63,3.099999905,-0.300000012
4561,Foldin Clothes,J. Cole,conscious hip hop,2016,162,50,71,-10,8,60,317,22,31,63,4.400000095,0.400000006
4562,Heavenly Father,Isaiah Rashad,hip hop,2014,81,68,61,-8,35,57,261,21,25,63,10.19999981,0.200000003
4563,Free Lunch,Isaiah Rashad,hip hop,2016,130,47,87,-7,11,84,192,22,24,63,4.5,-0.100000001
4564,Mixtape (feat. Young Thug & Lil Yachty),Chance the Rapper,conscious hip hop,2016,127,43,84,-6,10,13,293,5,28,63,5,0.100000001
4565,These Walls,Kendrick Lamar,conscious hip hop,2015,108,49,75,-5,20,37,301,11,14,63,6,0.100000001
4566,So Good,B.o.B,dance pop,2012,86,90,66,-5,22,59,213,4,14,63,3.099999905,0.300000012
4567,Facts (Charlie Heat Version),Kanye West,pop rap,2016,142,65,77,-4,20,40,201,5,18,62,13.19999981,0
4568,She's Mine Pt. 2,J. Cole,conscious hip hop,2016,70,20,51,-15,11,5,279,78,9,62,7.599999905,0.100000001
4569,Solo (Reprise),Frank Ocean,hip hop,2016,83,75,54,-7,9,60,79,40,16,62,2.200000048,-0.100000001
4570,Close To You,Frank Ocean,hip hop,2016,78,67,83,-8,15,78,86,19,23,62,0.600000024,0
4571,HiiiPower,Kendrick Lamar,conscious hip hop,2011,81,83,70,-6,28,54,280,18,28,62,5.400000095,0
4572,Finish Line / Drown (feat. T,Chance the Rapper,conscious hip hop,2016,86,61,46,-6,7,41,407,62,38,62,6.300000191,0.100000001
4574,Highlights,Kanye West,pop rap,2016,102,63,55,-6,30,38,200,1,16,62,3.900000095,-0.100000001
4575,untitled 02 | 06.23.2014.,Kendrick Lamar,conscious hip hop,2016,85,51,53,-10,65,10,259,34,52,62,10.5,0
4576,untitled 07 | 2014,Kendrick Lamar,conscious hip hop,2016,127,46,57,-12,71,35,496,74,50,62,9.899999619,0
4577,The Blacker The Berry,Kendrick Lamar,conscious hip hop,2015,176,85,55,-4,46,27,329,1,31,62,9.699999809,-0.200000003
4578,St. Tropez,J. Cole,conscious hip hop,2014,84,54,56,-10,6,32,258,5,7,62,2.299999952,-0.200000003
4580,Grown Up,Danny Brown,alternative hip hop,2012,93,76,65,-6,12,70,140,12,26,62,2.200000048,0
4581,What They Want,Russ,hip hop,2016,140,40,71,-10,10,40,166,48,38,61,4.099999905,-0.200000003
4582,False Prophets,J. Cole,conscious hip hop,2016,90,75,73,-9,15,75,237,70,32,61,7.5,-0.600000024
4583,Night Job,Bas,hip hop,2016,120,62,81,-7,11,20,194,6,34,61,3.799999952,0
4584,Pretty Sweet,Frank Ocean,hip hop,2016,154,72,20,-7,30,17,158,26,5,61,2,0
4375,Trouble (Instrumental Version),Instrumental Mafia,,2013,128,58,69,-8,30,24,154,0,4,2,0,0
4376,All the Wrong Places (Instrumental Version),Instrumental Mafia,,2013,135,96,52,-7,7,66,205,6,4,2,0,0
4377,Supersoaker (Instrumental Version),Instrumental Mafia,,2013,139,96,47,-7,8,59,231,0,4,2,0,0
4378,"Music Of The Night (From ""Phantom Of The Opera"")",Dave Willetts,,2009,173,15,16,-19,11,9,336,85,4,2,0,0
4379,Coffee to Go,Frankie Calzone's Big Band,,2016,141,24,61,-20,12,56,118,83,4,2,0,0
4380,Blues De La Reunión,Porteña Jazz Band,,2006,115,35,69,-13,17,77,212,91,4,2,0,0
4381,Blues Del Gato Salvaje,Porteña Jazz Band,,2006,97,60,66,-14,69,91,157,97,18,2,0,0
4382,Mermelada De Clarinete,Porteña Jazz Band,,2006,106,59,73,-12,67,96,177,93,24,2,0,0
4383,龍船,邵榮久,,2000,131,39,55,-12,7,46,321,87,5,1,0,0
4384,步步高,华夏民乐团,,2013,111,30,60,-12,8,80,136,84,4,1,0,0
4385,Boys 'Round Here (Instrumental Version),Instrumental Mafia,,2013,85,47,70,-10,35,62,290,16,3,1,0,0
4386,Don't Stop the Party (Instrumental Version),Instrumental Mafia,,2013,127,85,80,-10,3,62,206,0,6,1,0,0
4387,Suit and Tie (Instrumental Version),Instrumental Mafia,,2013,102,48,71,-9,6,37,330,0,3,1,0,0
4388,When I Was Your Man (Instrumental Version),Instrumental Mafia,,2013,76,38,59,-10,11,38,201,99,7,1,0,0
4389,Begin Again (Instrumental Version),Instrumental Mafia,,2013,79,47,50,-13,24,34,237,1,4,1,0,0
4390,I Knew You Were Trouble (Instrumental Version),Instrumental Mafia,,2013,77,26,86,-11,10,45,217,2,23,1,0,0
4391,Reverse Skydiving (Instrumental Version),Instrumental Mafia,,2013,118,52,81,-13,9,15,206,0,7,1,0,0
4392,More Than Friends (Instrumental Version),Instrumental Mafia,,2013,128,73,97,-10,4,97,233,2,4,1,0,0
4393,So Good to Me (Instrumental Version),Instrumental Mafia,,2013,121,68,81,-13,9,16,306,2,7,1,0,0
4394,How Ya Doin' (Instrumental Version),Instrumental Mafia,,2013,202,84,57,-10,29,50,209,0,14,1,0,0
4395,Panic Cord (Instrumental Version),Instrumental Mafia,,2013,106,65,64,-8,20,53,204,3,4,1,0,0
4396,You & Me (Instrumental Version),Instrumental Mafia,,2013,130,85,75,-7,6,76,244,3,9,1,0,0
4397,This Is What It Feels Like (Instrumental Version),Instrumental Mafia,,2013,130,77,50,-9,15,47,198,4,3,1,0,0
4398,Alive (Instrumental Version),Instrumental Mafia,,2013,128,75,50,-9,13,52,269,13,4,1,0,0
4399,Fire Blaze (Instrumental Version),Instrumental Mafia,,2013,140,46,49,-10,9,14,237,0,4,1,0,0
4400,Live While We're Young (Instrumental Version),Instrumental Mafia,,2013,126,45,75,-8,7,70,199,0,4,1,0,0
4401,Without Me (Instrumental Version),Instrumental Mafia,,2013,150,52,74,-12,33,26,275,3,7,1,0,0
4402,That's My Kind of Night (Instrumental Version),Instrumental Mafia,,2013,110,54,60,-10,6,56,190,1,4,1,0,0
4403,Kiss You (Instrumental Version),Instrumental Mafia,,2013,180,65,61,-9,6,21,183,0,9,1,0,0
4404,Trampoline (Instrumental Version),Instrumental Mafia,,2013,151,58,91,-11,9,70,224,0,31,1,0,0
4405,You Know You Like It (Instrumental Version),Instrumental Mafia,,2013,90,49,61,-11,9,53,208,3,3,1,0,0
4406,Crash My Party (Instrumental Version),Instrumental Mafia,,2013,144,59,60,-10,20,53,238,1,3,1,0,0
4407,Right Here (Instrumental Version),Instrumental Mafia,,2013,165,86,36,-8,16,19,308,0,4,1,0,0
4408,Big When I Was Little (Instrumental Version),Instrumental Mafia,,2013,170,87,69,-9,9,97,230,0,6,1,0,0
4409,Redneck Crazy (Instrumental Version),Instrumental Mafia,,2013,146,46,62,-9,11,52,216,1,3,1,0,0
4410,Beat This Summer (Instrumental Version),Instrumental Mafia,,2013,150,70,63,-9,50,84,246,6,3,1,0,0
4411,Night Train (Instrumental Version),Instrumental Mafia,,2013,158,69,57,-9,8,78,234,1,3,1,0,0
4412,Bounce (Instrumental Version),Instrumental Mafia,,2013,126,57,75,-10,11,49,168,0,5,1,0,0
4413,Ooh La La (Instrumental Version),Instrumental Mafia,,2013,128,41,75,-10,9,28,250,0,7,1,0,0
4414,True Love (Instrumental Version),Instrumental Mafia,,2013,96,66,72,-10,11,61,233,0,5,1,0,0
4415,Outta Nowhere (Instrumental Version),Instrumental Mafia,,2013,95,76,72,-7,9,52,208,2,6,1,0,0
4416,Intentions (Instrumental Version),Instrumental Mafia,,2013,122,57,83,-10,6,7,211,0,5,1,0,0
4417,All or Nothin (Instrumental Version),Instrumental Mafia,,2013,130,64,74,-9,15,63,198,0,4,1,0,0
4418,What About Love (Instrumental Version),Instrumental Mafia,,2013,100,73,58,-12,5,12,207,0,3,1,0,0
4419,Thinking About You (Instrumental Version),Instrumental Mafia,,2013,128,77,72,-10,7,78,246,0,4,1,0,0
4420,Jack (Instrumental Version),Instrumental Mafia,,2013,124,85,85,-8,10,15,180,0,12,1,0,0
4421,Gentleman (Instrumental Version),Instrumental Mafia,,2013,133,92,79,-7,37,88,226,0,6,1,0,0
4422,Brokenhearted (Instrumental Version),Instrumental Mafia,,2013,89,71,63,-11,7,61,213,0,4,1,0,0
4423,High School (Instrumental Version),Instrumental Mafia,,2013,88,41,77,-13,26,28,221,8,13,1,0,0
4424,Dance the Pain Away (Instrumental Version),Instrumental Mafia,,2013,124,72,75,-11,7,19,218,8,4,1,0,0
4425,All Night (Instrumental Version),Instrumental Mafia,,2013,124,56,59,-11,33,34,174,0,3,1,0,0
4426,We Own the Night (Instrumental Version),Instrumental Mafia,,2013,104,65,55,-8,29,49,207,1,3,1,0,0
4427,Applause (Instrumental Version),Instrumental Mafia,,2013,140,65,65,-11,9,61,210,2,5,1,0,0
4428,Lived a Lie (Instrumental Version),Instrumental Mafia,,2013,134,63,44,-10,40,31,202,0,3,1,0,0
4429,Earthquake (Instrumental Version),Instrumental Mafia,,2013,164,41,75,-10,4,58,192,0,8,1,0,0
4430,Strong (Instrumental Version),Instrumental Mafia,,2013,78,24,55,-16,10,22,239,30,3,1,0,0
4431,Boom Boom (Instrumental Version),Instrumental Mafia,,2013,128,56,73,-12,11,7,196,6,4,1,0,0
4432,As Your Friend (Instrumental Version),Instrumental Mafia,,2013,128,61,70,-9,20,19,207,10,9,1,0,0
4433,Lost Generation (Instrumental Version),Instrumental Mafia,,2013,117,54,82,-7,9,69,216,0,5,1,0,0
4434,Only You Know,Frankie Calzone's Big Band,,2016,111,19,69,-18,11,68,105,81,5,1,0,0
4435,Looking Across the Bay,Frankie Calzone's Big Band,,2016,143,18,51,-20,13,68,124,76,5,1,0,0
4436,Clarinet Marmalade,Porteña Jazz Band,,2010,205,74,50,-9,73,95,182,96,43,1,0,0
4437,光明行,朱昌耀,,2000,137,23,43,-14,5,64,270,91,4,0,0,0
4438,Parking Lot Party (Instrumental Version),Instrumental Mafia,,2013,172,84,55,-10,4,84,214,1,5,0,0,0
4439,Reload (Instrumental Version),Instrumental Mafia,,2013,128,57,53,-9,8,11,220,36,4,0,0,0
4440,Drunk Last Night (Instrumental Version),Instrumental Mafia,,2013,174,75,46,-9,9,57,222,0,3,0,0,0
4441,F for You (Instrumental Version),Instrumental Mafia,,2013,124,54,80,-15,11,6,267,1,6,0,0,0
4442,Mozart's House (Instrumental Version),Instrumental Mafia,,2013,125,56,81,-7,10,56,228,0,8,0,0,0
4443,Easy (Instrumental Version),Instrumental Mafia,,2013,128,80,59,-7,39,25,201,0,4,0,0,0
4444,What a Night (Instrumental Version),Instrumental Mafia,,2013,180,69,68,-9,9,93,171,4,14,0,0,0
4445,Slip (Instrumental Version),Instrumental Mafia,,2013,105,63,46,-7,8,68,224,0,5,0,0,0
4446,Dirt Road Diary (Instrumental Version),Instrumental Mafia,,2013,147,53,55,-9,25,45,210,0,4,0,0,0
4447,Frogs Legs,Cole Portman,,2016,151,21,48,-25,11,52,240,99,6,0,0,0
4450,The Phantom of the Opera,Barcelona String Players,,2009,120,42,44,-12,8,37,265,13,4,0,0,0
4451,Prima Donna,Barcelona String Players,,2009,108,19,28,-14,20,26,215,92,3,0,0,0
4452,Pie Jesu,Barcelona String Players,,2009,79,33,24,-14,12,16,199,10,3,0,0,0
4455,Angel of Music,Barcelona String Players,,2009,141,6,21,-16,8,8,142,98,4,0,0,0
4456,Adiós Bardi,Osvaldo Pugliese & Su Orquesta Típica,,2009,121,18,53,-16,9,58,169,93,5,0,0,0
4457,Bravo Porteño,Roberto Firpo Y Nuevo Cuarteto,,2009,137,32,55,-16,16,68,173,96,5,0,0,0
4458,Buenos Aires,Mark Kramer,,1997,83,33,50,-15,14,30,282,49,3,0,0,0
4459,It Happened In Monterey,Dani Iannarelli,,2011,137,49,76,-11,31,92,239,56,6,0,0,0
4460,Corcovado (Quiet Nights of Quiet Stars),Dani Iannarelli,,2011,126,31,52,-17,11,27,220,90,5,0,0,0
